"spp","long","lat","He","He_harm","He_harm2","He_harm3","Source","Marker","min_dist","He_harm_w","He_harm2_w","He_harm3_w","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","trend.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","Nperiodes","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Extent","NtempUnits","LogNtempUnits","Grain","ContinuousGrain","Quality","PrAb","StartF","ExtentF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","shift_sign","shift_vel_sign","lag","lag2","lag3"
"Cupressus sempervirens",10.89,45.92206243,0.542,0.545271629778672,0.168373298606451,-0.758161336561231,"De Kort","Microsatellite",6485.11313072627,0.55830719859659,0.221293394056593,-0.716219297525826,"A243_P1","Cupressus sempervirens","A243","P1","ELE","LE","22.78523066",22.78523,"m/year",21,0.4086441,5.896181,0.03204051,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573956736105,"vascular.plant","N",22.78523,5.896181,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S22076","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"pos","pospos",-16.889049,-16.889049,0
"Rhinanthus alectorolophus",10.8,50.76847948,0.059,0.118,-2.76046562470702,-1.96654081757398,"De Kort","AFLP",544734.21968815,0.118,-2.76046562470702,-1.96654081757398,"A243_P1","Rhinanthus alectorolophus","A243","P1","ELE","LE","-0.419819131",-0.4198191,"m/year",21,0.4086441,5.896181,0.03204051,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573956736105,"vascular.plant","N",0.4198191,5.896181,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S22262","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Rhinanthus","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"neg","negpos",6.3160001,5.896181,0
"Lolium multiflorum",9.06833,47.12566422,0.68,0.6841046277666,0.753656819228951,-0.294292478050652,"De Kort","Microsatellite",199659.061349595,0.672656074197278,0.702371068805751,-0.334939210221353,"A243_P1","Lolium multiflorum","A243","P1","ELE","LE","2.472433104",2.472433,"m/year",21,0.4086441,5.896181,0.03204051,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573956736105,"vascular.plant","N",2.472433,5.896181,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S21890","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Lolium","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"pos","pospos",3.423748,3.423748,3.423748
"Pinus mugo",24.542,48.16767557,0.225,0.45,-1.23498150975583,0.356641558450398,"De Kort","AFLP",1064474.15602987,0.423600085592428,-1.31338955425501,0.23723278497729,"A243_P1","Pinus mugo","A243","P1","ELE","LE","-1.06987113",-1.069871,"m/year",21,0.4086441,5.896181,0.03204051,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573956736105,"vascular.plant","N",1.069871,5.896181,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S21819","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"neg","negpos",6.966052,5.896181,0
"Pinus mugo",24.542,48.16767557,0.225,0.45,-1.23498150975583,0.356641558450398,"De Kort","AFLP",993471.97022935,0.423600030244088,-1.31338971807034,0.237232535500493,"A246_P1","Pinus mugo","A246","P1","ELE","O","-128",-2.723404,"m/year",47,-0.04143649,7.110285,0.03834914,1970,2016,"TWO","PROCESSED","no",2,183,"small","occurrence-based",2.08060648786646,"vascular.plant","N",2.723404,7.110285,"pos","A246_P1","Rumpf_al_2018_PNAS","10.1073/pnas.1713936115",11.44513,46.95823,67771.85,206.7,4434.48,8.1,4442.57,339.83,4434.48,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.94e+03,1.97e+03]","(4.09e+03,8.75e+03]","(4.85,31.3]","(99,277]","S22936","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Plant","T",11.44512694,46.95823442,11.8115382576845,47.8269469745233,7.81822897079041,45.8976631207565,"neg","negpos",9.833689,7.110285,0
"Pinus mugo",24.542,48.16767557,0.225,0.45,-1.23498150975583,0.356641558450398,"De Kort","AFLP",1293233.24936324,0.423600040191534,-1.31338968862868,0.237232580337633,"A246_P1","Pinus mugo","A246","P1","ELE","TE","-617",-13.12766,"m/year",47,-0.04143649,7.110285,0.03834914,1970,2016,"TWO","PROCESSED","no",2,183,"small","occurrence-based",2.08060648786646,"vascular.plant","N",13.12766,7.110285,"pos","A246_P1","Rumpf_al_2018_PNAS","10.1073/pnas.1713936115",11.44513,46.95823,67771.85,206.7,4434.48,8.1,4442.57,339.83,4434.48,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.94e+03,1.97e+03]","(4.09e+03,8.75e+03]","(4.85,31.3]","(99,277]","S22816","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Plant","T",11.44512694,46.95823442,11.8115382576845,47.8269469745233,7.81822897079041,45.8976631207565,"neg","negpos",20.237945,7.110285,0
"Pinus mugo",24.542,48.16818341,0.206,0.412,-1.34717747381789,0.185776661323372,"De Kort","AFLP",949730.290559718,0.42359997307381,-1.31338988727808,0.237232277811524,"A246_P1","Pinus mugo","A246","P1","ELE","LE","-139",-2.957447,"m/year",47,-0.04143649,7.110285,0.03834914,1970,2016,"TWO","PROCESSED","no",2,183,"small","occurrence-based",2.08060648786646,"vascular.plant","N",2.957447,7.110285,"pos","A246_P1","Rumpf_al_2018_PNAS","10.1073/pnas.1713936115",11.44513,46.95823,67771.85,206.7,4434.48,8.1,4442.57,339.83,4434.48,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.94e+03,1.97e+03]","(4.09e+03,8.75e+03]","(4.85,31.3]","(99,277]","S22785","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Plant","T",11.44512694,46.95823442,11.8115382576845,47.8269469745233,7.81822897079041,45.8976631207565,"neg","negpos",10.067732,7.110285,0
"Pinus mugo",24.542,48.16818341,0.206,0.412,-1.34717747381789,0.185776661323372,"De Kort","AFLP",825568.540824135,0.423599870217186,-1.31339019170438,0.237231814196196,"A34_P1","Pinus mugo","A34","P1","ELE","LE","-708",-6.77512,"m/year",104.5,0.1229977,2.831932,0.01539583,1903,2006.5,"TWO","OPPORTUNISTIC","no",2,654,"small","occurrence-based",-4.9140771206328,"vascular.plant","N",6.77512,2.831932,"pos","A34_P1","Bassler_al_2013_PLoSONE","10.1371/journal.pone.0065842",13.46224,48.91963,59.85,10.33,747.67,622.19,1369.86,1113.49,747.67,2,0.693147180559945,"small",1,"RAW","occurrence","[1.8e+03,1.94e+03]","[33.8,880]","[1.54e-05,4.85]","(277,1.33e+03]","S25046","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Plant","T",13.46224319,48.9196343,13.4108323721163,48.9722603325484,13.5192182217436,48.8743775607759,"neg","negpos",9.607052,2.831932,0
"Gymnadenia conopsea",1.25493,51.16372364,0.79,0.79476861167002,1.3246824459045,0.158276228043364,"De Kort","Microsatellite",924547.971814355,0.727265043062944,1.02348958024007,-0.0804354148860188,"A243_P1","Gymnadenia conopsea","A243","P1","ELE","LE","-2.287675944",-2.287676,"m/year",21,0.4086441,5.896181,0.03204051,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573956736105,"vascular.plant","N",2.287676,5.896181,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S21313","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Gymnadenia","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"neg","negpos",8.183857,5.896181,0
"Gymnadenia conopsea",-2.69376,53.29130986,0.53,0.533199195171026,0.120127571016329,-0.796398686147701,"De Kort","Microsatellite",94985.5397535098,0.641304168219555,0.600044489211579,-0.41603856121821,"A32_P1","Gymnadenia conopsea","A32","P1","LAT","O","0.036256923",0.08237351,"km/year",49,0.07870325,NA,0.004048154,1945,1993,"TWO","PROCESSED","yes",2,244,"large","occurrence-based",3.46124960439537,"vascular.plant","N",0.08237351,0.07870325,"pos","A32_P1","Amano_al_2014_PRSB","0.1098/rspb.2013.3017",-2.66429,54.14455,231509.29,1088.73,1749,0,1749,151.91,1088.73,2,0.693147180559945,"large",3,"RESURVEYED","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","(31.3,62.4]","(99,277]","S24403","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Gymnadenia","Plant","T",-2.66431591,54.14455225,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"pos","pospos",-0.00367025999999999,-0.00367025999999999,0
"Gymnadenia conopsea",-4.74653,58.53250819,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"De Kort","Microsatellite",337273.614607438,0.692123194885282,0.839175418187361,-0.226514361150879,"A32_P1","Gymnadenia conopsea","A32","P1","LAT","LE","0.031336193",0.07119391,"km/year",49,0.07870325,NA,0.004048154,1945,1993,"TWO","PROCESSED","yes",2,244,"large","occurrence-based",3.46124960439537,"vascular.plant","N",0.07119391,0.07870325,"pos","A32_P1","Amano_al_2014_PRSB","0.1098/rspb.2013.3017",-2.66429,54.14455,231509.29,1088.73,1749,0,1749,151.91,1088.73,2,0.693147180559945,"large",3,"RESURVEYED","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","(31.3,62.4]","(99,277]","S24391","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Gymnadenia","Plant","T",-2.66431591,54.14455225,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"pos","pospos",0.00750934,0.00750934,0.00750934
"Gymnadenia conopsea",-1.87249,51.02960152,0.8,0.804828973843058,1.38603374763427,0.206900454249598,"De Kort","Microsatellite",266660.572381811,0.726451311819747,1.01758271827186,-0.0851169226032662,"A32_P1","Gymnadenia conopsea","A32","P1","LAT","TE","-0.01912698",-0.04345533,"km/year",49,0.07870325,NA,0.004048154,1945,1993,"TWO","PROCESSED","yes",2,244,"large","occurrence-based",3.46124960439537,"vascular.plant","N",0.04345533,0.07870325,"pos","A32_P1","Amano_al_2014_PRSB","0.1098/rspb.2013.3017",-2.66429,54.14455,231509.29,1088.73,1749,0,1749,151.91,1088.73,2,0.693147180559945,"large",3,"RESURVEYED","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","(31.3,62.4]","(99,277]","S24405","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Gymnadenia","Plant","T",-2.66431591,54.14455225,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"neg","negpos",0.12215858,0.07870325,0
"Globularia bisnagarica",4.71536,50.10780402,0.072,0.144,-2.54914991158975,-1.64472498502644,"De Kort","AFLP",660683.251472641,0.157379148157189,-2.50012975769938,-1.57007146587673,"A243_P1","Globularia bisnagarica","A243","P1","ELE","LE","1.499380262",1.49938,"m/year",21,0.4086441,5.896181,0.03204051,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573956736105,"vascular.plant","N",1.49938,5.896181,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S22156","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Globularia","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"pos","pospos",4.396801,4.396801,4.396801
"Dictamnus albus",54.75,53.84523449,0.145,0.29,-1.7711358646741,-0.459875857868093,"De Kort","AFLP",3216612.78680685,0.340101486823812,-1.58684591153091,-0.179217955878524,"A243_P1","Dictamnus albus","A243","P1","ELE","LE","-0.659578785",-0.6595788,"m/year",21,0.4086441,5.896181,0.03204051,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573956736105,"vascular.plant","N",0.6595788,5.896181,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S21771","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Dictamnus","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"neg","negpos",6.5557598,5.896181,0
"Eleutherodactylus coqui",-65.797615,18.291281,0.719,0.723340040241449,0.939356019305562,-0.147115814210453,"Lawrence & Fraser","Microsatellite",6554.73731583656,0.72344962031043,0.939923731580784,-0.146665871514664,"A244_P1","Eleutherodactylus coqui","A244","P1","ELE","LE","4",0.1428571,"m/year",28,1.746146,-0.6147081,-0.004369653,1989,2016,"TWO","PROCESSED","no",2,14,"small","occurrence-based",-4.20434515976206,"vertebrate","N",0.1428571,-0.6147081,"neg","A244_P1","Campos-Cerqueira_Aide_2017_PeerJ","10.7717/peerj.4059",-65.77658,18.28922,174.73,14.03,975.62,19.08,994.7,101.32,975.62,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S22624","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Amphibian","T",-65.77657689,18.28921845,-65.7748515756397,18.3463660575476,-65.7672142837122,18.2306071026357,"pos","posneg",0.7575652,0.6147081,0
"Eleutherodactylus coqui",-65.797615,18.291281,0.719,0.723340040241449,0.939356019305562,-0.147115814210453,"Lawrence & Fraser","Microsatellite",7445.41722540007,0.723482722512997,0.940095227427688,-0.146529951776726,"A244_P1","Eleutherodactylus coqui","A244","P1","ELE","TE","45",1.607143,"m/year",28,1.746146,-0.6147081,-0.004369653,1989,2016,"TWO","PROCESSED","no",2,14,"small","occurrence-based",-4.20434515976206,"vertebrate","N",1.607143,-0.6147081,"neg","A244_P1","Campos-Cerqueira_Aide_2017_PeerJ","10.7717/peerj.4059",-65.77658,18.28922,174.73,14.03,975.62,19.08,994.7,101.32,975.62,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S22632","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Amphibian","T",-65.77657689,18.28921845,-65.7748515756397,18.3463660575476,-65.7672142837122,18.2306071026357,"pos","posneg",2.2218511,0.6147081,0
"Zenaida aurita",-66.55683,18.22229697,0.79,0.79476861167002,1.3246824459045,0.158276228043364,"De Kort","Microsatellite",83814.225055615,0.803099393032009,1.37844975458722,0.200889729406449,"A245_P1","Zenaida aurita","A245","P1","ELE","LE","-480",-26.66667,"m/year",18,-10.0077,3.523082,0.02504383,1998,2015,"TWO","PROCESSED","no",2,21,"small","occurrence-based",-4.20434515976206,"vertebrate","N",26.66667,3.523082,"pos","A245_P1","Campos-Cerqueira_al_2017_EE","10.1002/ece3.3520",-65.77658,18.28922,174.73,14.03,975.62,19.08,994.7,101.32,975.62,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S22647","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Bird","T",-65.77657689,18.28921845,-65.7748515756397,18.3463660575476,-65.7672142837122,18.2306071026357,"neg","negpos",30.189752,3.523082,0
"Zenaida aurita",-66.55683,18.22229697,0.79,0.79476861167002,1.3246824459045,0.158276228043364,"De Kort","Microsatellite",83521.8498378708,0.802935078077126,1.37743191391726,0.200083035602367,"A245_P1","Zenaida aurita","A245","P1","ELE","TE","0",0,"m/year",18,-10.0077,3.523082,0.02504383,1998,2015,"TWO","PROCESSED","no",2,21,"small","occurrence-based",-4.20434515976206,"vertebrate","N",0,3.523082,"pos","A245_P1","Campos-Cerqueira_al_2017_EE","10.1002/ece3.3520",-65.77658,18.28922,174.73,14.03,975.62,19.08,994.7,101.32,975.62,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S22638","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Bird","T",-65.77657689,18.28921845,-65.7748515756397,18.3463660575476,-65.7672142837122,18.2306071026357,"neg","negpos",3.523082,3.523082,0
"Rhododendron ferrugineum",7,46.0038647,0.57,0.573440643863179,0.281811452819109,-0.668255461456109,"De Kort","Microsatellite",64527.4962849886,0.517527929842122,0.0549203274959874,-0.848078954859575,"A246_P1","Rhododendron ferrugineum","A246","P1","ELE","TE","6",0.1276596,"m/year",47,-0.04143649,7.110285,0.03834914,1970,2016,"TWO","PROCESSED","no",2,183,"small","occurrence-based",2.08060648786646,"vascular.plant","N",0.1276596,7.110285,"pos","A246_P1","Rumpf_al_2018_PNAS","10.1073/pnas.1713936115",11.44513,46.95823,67771.85,206.7,4434.48,8.1,4442.57,339.83,4434.48,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.94e+03,1.97e+03]","(4.09e+03,8.75e+03]","(4.85,31.3]","(99,277]","S22769","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant","T",11.44512694,46.95823442,11.8115382576845,47.8269469745233,7.81822897079041,45.8976631207565,"pos","pospos",6.9826254,6.9826254,6.9826254
"Rhododendron ferrugineum",11.455,47.21107833,0.39,0.392354124748491,-0.447247945610796,-1.24607448252883,"De Kort","Microsatellite",28119.2839302414,0.39303155241538,-0.444782402642074,-1.24412040632096,"A246_P1","Rhododendron ferrugineum","A246","P1","ELE","O","37",0.787234,"m/year",47,-0.04143649,7.110285,0.03834914,1970,2016,"TWO","PROCESSED","no",2,183,"small","occurrence-based",2.08060648786646,"vascular.plant","N",0.787234,7.110285,"pos","A246_P1","Rumpf_al_2018_PNAS","10.1073/pnas.1713936115",11.44513,46.95823,67771.85,206.7,4434.48,8.1,4442.57,339.83,4434.48,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.94e+03,1.97e+03]","(4.09e+03,8.75e+03]","(4.85,31.3]","(99,277]","S22820","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant","T",11.44512694,46.95823442,11.8115382576845,47.8269469745233,7.81822897079041,45.8976631207565,"pos","pospos",6.323051,6.323051,6.323051
"Rhododendron ferrugineum",11.455,47.21107833,0.39,0.392354124748491,-0.447247945610796,-1.24607448252883,"De Kort","Microsatellite",73549.9336524963,0.394640613378338,-0.439383149129928,-1.23984120577073,"A246_P1","Rhododendron ferrugineum","A246","P1","ELE","LE","73",1.553191,"m/year",47,-0.04143649,7.110285,0.03834914,1970,2016,"TWO","PROCESSED","no",2,183,"small","occurrence-based",2.08060648786646,"vascular.plant","N",1.553191,7.110285,"pos","A246_P1","Rumpf_al_2018_PNAS","10.1073/pnas.1713936115",11.44513,46.95823,67771.85,206.7,4434.48,8.1,4442.57,339.83,4434.48,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.94e+03,1.97e+03]","(4.09e+03,8.75e+03]","(4.85,31.3]","(99,277]","S22700","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant","T",11.44512694,46.95823442,11.8115382576845,47.8269469745233,7.81822897079041,45.8976631207565,"pos","pospos",5.557094,5.557094,5.557094
"Rhododendron ferrugineum",11.455,47.21107833,0.39,0.392354124748491,-0.447247945610796,-1.24607448252883,"De Kort","Microsatellite",108427.807285713,0.405994588966599,-0.395174578237174,-1.20480352130868,"A35_P1","Rhododendron ferrugineum","A35","P1","ELE","O","19",0.372549,"m/year",51,-0.1955762,3.908125,0.02345455,1953,2003,"TWO","OPPORTUNISTIC","no",2,25,"small","occurrence-based",-5.65714147543103,"vascular.plant","N",0.372549,3.908125,"pos","A35_P1","Cannone_Pignatti_2014_CC","10.1007/s10584-014-1065-8",10.43652,46.53029,29.78,5.18,1237.5,1932.63,3170.14,2793.61,1237.5,2,0.693147180559945,"small",1,"RAW","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S25718","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant","T",10.43651728,46.53029402,10.4657596690735,46.5556533413287,10.3966410924126,46.5073809013076,"pos","pospos",3.535576,3.535576,3.535576
"Rhododendron ferrugineum",11.455,47.21107833,0.39,0.392354124748491,-0.447247945610796,-1.24607448252883,"De Kort","Microsatellite",112395.202456176,0.406980401876319,-0.391331864212559,-1.20175796252328,"A35_P1","Rhododendron ferrugineum","A35","P1","ELE","TE","-35",-0.6862745,"m/year",51,-0.1955762,3.908125,0.02345455,1953,2003,"TWO","OPPORTUNISTIC","no",2,25,"small","occurrence-based",-5.65714147543103,"vascular.plant","N",0.6862745,3.908125,"pos","A35_P1","Cannone_Pignatti_2014_CC","10.1007/s10584-014-1065-8",10.43652,46.53029,29.78,5.18,1237.5,1932.63,3170.14,2793.61,1237.5,2,0.693147180559945,"small",1,"RAW","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S25662","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant","T",10.43651728,46.53029402,10.4657596690735,46.5556533413287,10.3966410924126,46.5073809013076,"neg","negpos",4.5943995,3.908125,0
"Rhododendron ferrugineum",11.455,47.21107833,0.39,0.392354124748491,-0.447247945610796,-1.24607448252883,"De Kort","Microsatellite",104852.098219365,0.405168994438236,-0.398381233227653,-1.20734496889376,"A35_P1","Rhododendron ferrugineum","A35","P1","ELE","LE","-80",-1.568627,"m/year",51,-0.1955762,3.908125,0.02345455,1953,2003,"TWO","OPPORTUNISTIC","no",2,25,"small","occurrence-based",-5.65714147543103,"vascular.plant","N",1.568627,3.908125,"pos","A35_P1","Cannone_Pignatti_2014_CC","10.1007/s10584-014-1065-8",10.43652,46.53029,29.78,5.18,1237.5,1932.63,3170.14,2793.61,1237.5,2,0.693147180559945,"small",1,"RAW","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S25702","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant","T",10.43651728,46.53029402,10.4657596690735,46.5556533413287,10.3966410924126,46.5073809013076,"neg","negpos",5.476752,3.908125,0
"Rhododendron ferrugineum",11.455,47.21107833,0.39,0.392354124748491,-0.447247945610796,-1.24607448252883,"De Kort","Microsatellite",152309.078167497,0.419405590382531,-0.342264745053773,-1.16286961567494,"A72_P1","Rhododendron ferrugineum","A72","P1","ELE","LE","0",0,"m/year",49,0.2705787,4.344135,0.02552189,1956,2004,"TWO","PROCESSED","no",2,93,"small","occurrence-based",-6.87400140487692,"vascular.plant","N",0,4.344135,"pos","A72_P1","Parolo_Rossi_2008_BAE","10.1016/j.baae.2007.01.005",9.91177,46.34965,8.85,3,1333.56,2256.57,3590.13,3063.47,1333.56,2,0.693147180559945,"small",1,"RESURVEYED","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S28453","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant","T",9.9117732,46.34965258,9.8882032789582,46.3630787030198,9.93016929058035,46.3351558038973,"neg","negpos",4.344135,4.344135,0
"Strix uralensis",23.63404,62.47717698,0.659,0.662977867203219,0.658742705918685,-0.369517048445098,"De Kort","Microsatellite",257013.259512759,0.667574445533028,0.68050949812134,-0.35226568787075,"A247_P1","Strix uralensis","A247","P1","LAT","O","10",0.3636364,"km/year",27.5,1.945243,NA,0.03213202,1981.5,2008,"TWO","OPPORTUNISTIC","no",2,226,"large","occurrence-based",4.14340294438612,"vertebrate","N",0.3636364,1.945243,"pos","A247_P1","Virkkala_Lehikoinen_2017_EE","10.1002/ece3.3328",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54,924.01,2,0.693147180559945,"large",3,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S23308","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,"pos","pospos",1.5816066,1.5816066,1.5816066
"Strix uralensis",23.63404,62.47717698,0.659,0.662977867203219,0.658742705918685,-0.369517048445098,"De Kort","Microsatellite",257013.259512759,0.667574445533028,0.68050949812134,-0.35226568787075,"A8_P1","Strix uralensis","A8","P1","LAT","O","2",0.1666667,"km/year",12,-2.304868,NA,-0.03876121,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",2,148,"large","occurrence-based",4.14340294438612,"vertebrate","N",0.1666667,-2.304868,"neg","A8_P1","Brommer_al_2012_PLoSONE","10.1371/journal.pone.0043648",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54,924.01,2,0.693147180559945,"large",3,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S28688","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,"pos","posneg",2.4715347,2.304868,0
