"spp","N.x","He_harm","He_harm2","He_harm3","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","N.y","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","StartF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","lag","lag2","lag3","SHIFT_cor","shift_sign","shift_vel_sign","shiftC_sign","shiftC_vel_sign","lagC","lagC2","lagC3"
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A110_P1","Setophaga caerulescens",110,"P1","LAT","O","20.36",0.9695238,"km/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.9695238,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S9974","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,3.1883012,3.1883012,3.1883012,-0.0346288400320804,"pos","pospos","neg","negpos",4.19245384003208,4.157825,0
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A17_P1","Setophaga caerulescens",17,"P1","LAT","O","-5.76",-0.2742857,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.2742857,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S9971","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,1.0832911,0.8090054,0,-0.0206594817678652,"neg","negpos","neg","negpos",0.829664881767865,0.8090054,0
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A195_P1","Setophaga caerulescens",195,"P1","ELE","LE","12.25",12.25,"m/year",17,0.09690307,2.530993,1993,2009,"CONTINUOUS","PROCESSED","yes",27,"small","occurrence-based",-0.718446732300625,"vertebrate","N",12.25,2.530993,"pos","(1.99e+03,2.01e+03]","[1.54e-05,4.85]","[1,99]","S27463","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-71.47497028,44.20841566,-71.0999626069887,44.5334241458077,-71.099985478547,43.8833893190619,-9.719007,-9.719007,0,1.15905608787579,"pos","pospos","pos","pospos",1.37193691212421,1.37193691212421,1.37193691212421
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A239_P1","Setophaga caerulescens",239,"P1","ELE","LE","196.03",11.53118,"m/year",17,-0.120058,2.053713,1993,2009,"MULTIPLE","PROCESSED","yes",28,"small","occurrence-based",-2.12924457863176,"vertebrate","N",11.53118,2.053713,"pos","(1.99e+03,2.01e+03]","[1.54e-05,4.85]","[1,99]","S27460","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-71.28290222,44.23112498,-71.4375779992253,44.4054980461979,-71.1005897797945,44.065569531109,-9.477467,-9.477467,0,0.884573541944933,"pos","pospos","pos","pospos",1.16913945805507,1.16913945805507,1.16913945805507
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A249_P1","Setophaga caerulescens",249,"P1","ELE","LE","0",0,"m/year",40,-1.706173,9.167016,1975,2014,"TWO","OPPORTUNISTIC","no",42,"large","occurrence-based",-5.42124076626723,"vertebrate","N",0,9.167016,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S27458","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-73.87655681,44.37855829,-73.9066359334016,44.4123069968705,-73.8541970674407,44.3493038676794,9.167016,9.167016,0,-0.385594801070247,"neg","negpos","neg","negpos",9.55261080107025,9.167016,0
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A110_P1","Setophaga caerulescens",110,"P1","LAT","LE","156.285",7.442143,"km/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",7.442143,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S9967","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,-3.284318,-3.284318,0,1.20255465759374,"pos","pospos","pos","pospos",2.95527034240626,2.95527034240626,2.95527034240626
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A110_P2","Setophaga caerulescens",110,"P2","LAT","LE","9.441",0.4495714,"km/year",21,4.157825,NA,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.4495714,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S9976","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,3.7082536,3.7082536,3.7082536,-0.283329636537808,"pos","pospos","neg","negpos",4.44115463653781,4.157825,0
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A214_P1","Setophaga caerulescens",214,"P1","LAT","LE","19.9480641",1.049898,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",1.049898,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S9975","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,0.688902,0.688902,0.688902,0.284464026503806,"pos","pospos","pos","pospos",1.45433597349619,1.45433597349619,1.45433597349619
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A17_P1","Setophaga caerulescens",17,"P1","ELE","TE","-13.3",-0.6333333,"m/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.6333333,5.143748,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S9969","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,5.7770813,5.143748,0,-0.209158463143559,"neg","negpos","neg","negpos",5.35290646314356,5.143748,0
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A249_P1","Setophaga caerulescens",249,"P1","ELE","TE","150",3.75,"m/year",40,-1.706173,9.167016,1975,2014,"TWO","OPPORTUNISTIC","no",42,"large","occurrence-based",-5.42124076626723,"vertebrate","N",3.75,9.167016,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S27462","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-73.87655681,44.37855829,-73.9066359334016,44.4123069968705,-73.8541970674407,44.3493038676794,5.417016,5.417016,5.417016,0.219587258073574,"pos","pospos","pos","pospos",8.94742874192643,8.94742874192643,8.94742874192643
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A107_P1","Setophaga caerulescens",107,"P1","LAT","TE","-1.89",-0.0945,"km/year",20,2.158332,NA,1985.5,2004.5,"TWO","PROCESSED","no",41,"large","occurrence-based",3.35126036010312,"vertebrate","N",0.0945,2.158332,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S9977","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.252832,2.158332,0,-0.235557741866375,"neg","negpos","neg","negpos",2.39388974186638,2.158332,0
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A17_P1","Setophaga caerulescens",17,"P1","LAT","TE","-8",-0.3809524,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.3809524,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S9973","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,1.1899578,0.8090054,0,-0.230236662512766,"neg","negpos","neg","negpos",1.03924206251277,0.8090054,0
"Setophaga caerulescens",5,0.854,1.7662157121097,0.703392808157817,"A214_P1","Setophaga caerulescens",214,"P1","LAT","TE","-2.40931607",-0.1268061,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",0.1268061,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S9972","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,1.8656061,1.7388,0,-0.236093260615637,"neg","negpos","neg","negpos",1.97489326061564,1.7388,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A17_P1","Setophaga cerulea",17,"P1","ELE","O","2.2",0.1047619,"m/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.1047619,5.143748,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S9983","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,5.0389861,5.0389861,5.0389861,-0.198909082805102,"pos","pospos","neg","negpos",5.3426570828051,5.143748,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A108_P1","Setophaga cerulea",108,"P1","LAT","O","-18.9",-0.756,"km/year",25,2.309644,NA,1984.5,2008.5,"TWO","PROCESSED","yes",71,"moderate","occurrence-based",3.35126036010312,"vertebrate","N",0.756,2.309644,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S27465","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,3.065644,2.309644,0,-0.095934395361386,"neg","negpos","neg","negpos",2.40557839536139,2.309644,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A17_P1","Setophaga cerulea",17,"P1","LAT","O","12.62",0.6009524,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.6009524,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S9979","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,0.208053,0.208053,0.208053,0.243942184770232,"pos","pospos","pos","pospos",0.565063215229768,0.565063215229768,0.565063215229768
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A17_P1","Setophaga cerulea",17,"P1","ELE","LE","90.4",4.304762,"m/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",4.304762,5.143748,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S9980","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,0.838986,0.838986,0.838986,0.24724095100912,"pos","pospos","pos","pospos",4.89650704899088,4.89650704899088,4.89650704899088
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A108_P1","Setophaga cerulea",108,"P1","LAT","LE","5.19",0.2076,"km/year",25,2.309644,NA,1984.5,2008.5,"TWO","PROCESSED","yes",71,"moderate","occurrence-based",3.35126036010312,"vertebrate","N",0.2076,2.309644,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S27466","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.102044,2.102044,2.102044,-0.201499343297795,"pos","pospos","neg","negpos",2.5111433432978,2.309644,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A17_P1","Setophaga cerulea",17,"P1","LAT","LE","8",0.3809524,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.3809524,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S9982","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,0.428053,0.428053,0.428053,-0.208845153711786,"pos","pospos","neg","negpos",1.01785055371179,0.8090054,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A214_P1","Setophaga cerulea",214,"P1","LAT","LE","-64.4861311",-3.394007,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",3.394007,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S9984","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,5.132807,1.7388,0,-0.659842163240844,"neg","negpos","neg","negpos",2.39864216324084,1.7388,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A108_P1","Setophaga cerulea",108,"P1","LAT","TE","-5.79",-0.2316,"km/year",25,2.309644,NA,1984.5,2008.5,"TWO","PROCESSED","yes",71,"moderate","occurrence-based",3.35126036010312,"vertebrate","N",0.2316,2.309644,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S27467","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.541244,2.309644,0,-0.263423633162592,"neg","negpos","neg","negpos",2.57306763316259,2.309644,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A214_P1","Setophaga cerulea",214,"P1","LAT","TE","121.170088",6.377373,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",6.377373,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S9981","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,-4.638573,-4.638573,0,2.14243928183058,"pos","pospos","pos","pospos",-0.40363928183058,-0.40363928183058,0
"Setophaga cerulea",4,0.765,1.18043880201365,0.250354830497669,"A30_P1","Setophaga cerulea",30,"P1","LAT","TE","14.84",0.46375,"km/year",32,2.088539,NA,1969,2000,"TWO","PROCESSED","yes",55,"moderate","occurrence-based",6.50952875896705,"vertebrate","N",0.46375,2.088539,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","[1,99]","S9985","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-91.27378151,41.02923343,-112.817410768892,54.2291846062846,-81.0295138006214,25.0708085291903,1.624789,1.624789,1.624789,0.0672339356794758,"pos","pospos","pos","pospos",2.02130506432052,2.02130506432052,2.02130506432052
"Setophaga chrysoparia",9,0.75,1.09856116457715,0.187030929127533,"A162_P1","Setophaga chrysoparia",162,"P1","LAT","O","0.32",1.54887,"km/year",23,1.477767,NA,1979.5,2001.5,"TWO","OPPORTUNISTIC","no",277,"moderate","abundance-based",5.30691430673355,"vertebrate","N",1.54887,1.477767,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(254,924]","S27468","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-100.02658655,40.50261078,-100.048893021396,51.0916501847083,-99.2142355066633,29.2612526817659,-0.0711029999999999,-0.0711029999999999,0,0.117593956834538,"pos","pospos","pos","pospos",1.36017304316546,1.36017304316546,1.36017304316546
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A17_P1","Setophaga citrina",17,"P1","ELE","O","-12.1",-0.5761905,"m/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.5761905,5.143748,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S31842","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,5.7199385,5.143748,0,-0.359514152369869,"neg","negpos","neg","negpos",5.50326215236987,5.143748,0
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A107_P1","Setophaga citrina",107,"P1","LAT","O","-6",-0.3,"km/year",20,2.158332,NA,1985.5,2004.5,"TWO","PROCESSED","no",41,"large","occurrence-based",3.35126036010312,"vertebrate","N",0.3,2.158332,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S31844","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.458332,2.158332,0,0.305379439190946,"neg","negpos","pos","pospos",1.85295256080905,1.85295256080905,1.85295256080905
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A108_P1","Setophaga citrina",108,"P1","LAT","O","-5.04",-0.2016,"km/year",25,2.309644,NA,1984.5,2008.5,"TWO","PROCESSED","yes",71,"moderate","occurrence-based",3.35126036010312,"vertebrate","N",0.2016,2.309644,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S27469","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.511244,2.309644,0,0.0716716125680231,"neg","negpos","pos","pospos",2.23797238743198,2.23797238743198,2.23797238743198
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A17_P1","Setophaga citrina",17,"P1","LAT","O","27.24",1.297143,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",1.297143,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S31838","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,-0.4881376,-0.4881376,0,0.454414275722577,"pos","pospos","pos","pospos",0.354591124277423,0.354591124277423,0.354591124277423
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A17_P1","Setophaga citrina",17,"P1","ELE","LE","3.9",0.1857143,"m/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.1857143,5.143748,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S31841","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,4.9580337,4.9580337,4.9580337,-0.272898634925844,"pos","pospos","neg","negpos",5.41664663492584,5.143748,0
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A107_P1","Setophaga citrina",107,"P1","LAT","LE","65.44",3.272,"km/year",20,2.158332,NA,1985.5,2004.5,"TWO","PROCESSED","no",41,"large","occurrence-based",3.35126036010312,"vertebrate","N",3.272,2.158332,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S31843","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,-1.113668,-1.113668,0,0.25390022630058,"pos","pospos","pos","pospos",1.90443177369942,1.90443177369942,1.90443177369942
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A17_P1","Setophaga citrina",17,"P1","LAT","LE","25",1.190476,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",1.190476,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S31839","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,-0.3814706,-0.3814706,0,-0.0368256919491305,"pos","pospos","neg","negpos",0.845831091949131,0.8090054,0
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A214_P1","Setophaga citrina",214,"P1","LAT","LE","30.8938958",1.625995,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",1.625995,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S31836","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,0.112805,0.112805,0.112805,0.406881576607448,"pos","pospos","pos","pospos",1.33191842339255,1.33191842339255,1.33191842339255
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A30_P1","Setophaga citrina",30,"P1","LAT","LE","115.03",3.594688,"km/year",32,2.088539,NA,1969,2000,"TWO","PROCESSED","yes",55,"moderate","occurrence-based",6.50952875896705,"vertebrate","N",3.594688,2.088539,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","[1,99]","S31837","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-91.27378151,41.02923343,-112.817410768892,54.2291846062846,-81.0295138006214,25.0708085291903,-1.506149,-1.506149,0,0.243770265693196,"pos","pospos","pos","pospos",1.8447687343068,1.8447687343068,1.8447687343068
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A96_P1","Setophaga citrina",96,"P1","LAT","LE","131",6.238095,"km/year",21,2.224985,NA,1983,2003,"TWO","PROCESSED","yes",1,"moderate","occurrence-based",1.40878772787271,"vertebrate","N",6.238095,2.224985,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S31840","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-80.8047671,43.20268336,-81.6636853598914,44.0628759500651,-82.4786251101607,41.9714969498244,-4.01311,-4.01311,0,0.879733568876584,"pos","pospos","pos","pospos",1.34525143112342,1.34525143112342,1.34525143112342
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A108_P1","Setophaga citrina",108,"P1","LAT","TE","-1.86",-0.0744,"km/year",25,2.309644,NA,1984.5,2008.5,"TWO","PROCESSED","yes",71,"moderate","occurrence-based",3.35126036010312,"vertebrate","N",0.0744,2.309644,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S27470","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.384044,2.309644,0,-0.205936699004745,"neg","negpos","neg","negpos",2.51558069900475,2.309644,0
"Setophaga citrina",1,0.905666667,2.26165466341413,1.08656369913101,"A214_P1","Setophaga citrina",214,"P1","LAT","TE","-2.98086133",-0.1568874,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",0.1568874,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S31835","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,1.8956874,1.7388,0,-0.247093780415143,"neg","negpos","neg","negpos",1.98589378041514,1.7388,0
"Setophaga pensylvanica",1,0.852125,1.75125876166552,0.691825150804981,"A110_P1","Setophaga pensylvanica",110,"P1","ELE","O","13.834",0.6587619,"m/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.6587619,10.5773,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S10049","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,9.9185381,9.9185381,9.9185381,0.020468935184918,"pos","pospos","pos","pospos",10.5568310648151,10.5568310648151,10.5568310648151
"Setophaga pensylvanica",1,0.852125,1.75125876166552,0.691825150804981,"A17_P1","Setophaga pensylvanica",17,"P1","ELE","O","-3.3",-0.1571429,"m/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.1571429,5.143748,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S10048","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,5.3008909,5.143748,0,-0.260680270663969,"neg","negpos","neg","negpos",5.40442827066397,5.143748,0
"Setophaga pensylvanica",1,0.852125,1.75125876166552,0.691825150804981,"A249_P1","Setophaga pensylvanica",249,"P1","ELE","O","0",0,"m/year",40,-1.706173,9.167016,1975,2014,"TWO","OPPORTUNISTIC","no",42,"large","occurrence-based",-5.42124076626723,"vertebrate","N",0,9.167016,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S27530","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-73.87655681,44.37855829,-73.9066359334016,44.4123069968705,-73.8541970674407,44.3493038676794,9.167016,9.167016,0,-0.549488591619193,"neg","negpos","neg","negpos",9.71650459161919,9.167016,0
"Setophaga pensylvanica",1,0.852125,1.75125876166552,0.691825150804981,"A107_P1","Setophaga pensylvanica",107,"P1","LAT","O","-19.37",-0.9685,"km/year",20,2.158332,NA,1985.5,2004.5,"TWO","PROCESSED","no",41,"large","occurrence-based",3.35126036010312,"vertebrate","N",0.9685,2.158332,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S10054","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,3.126832,2.158332,0,0.103278760437681,"neg","negpos","pos","pospos",2.05505323956232,2.05505323956232,2.05505323956232
